Index,ZP2_Coeff,FAM159B_Coeff,PRORY_Coeff,ALK_Coeff,EXOSC6_Coeff,ERVV-1_Coeff,SLC5A11_Coeff,MEI4_Coeff,CYP17A1_Coeff,VSTM2A_Coeff,ABCC11_Coeff,TBC1D26_Coeff,MAGEB1_Coeff,VAC14_Coeff,APITD1-CORT_Coeff,ERVV-2_Coeff,STAC2_Coeff,DNAJC28_Coeff,DDX19B_Coeff,DTNB_Coeff,NTSR2_Coeff,DEFB133_Coeff,PDP2_Coeff,NECAB3_Coeff,LYZL2_Coeff,PCDH8_Coeff,SQSTM1_Coeff,GCDH_Coeff,CAPN13_Coeff,C1QL2_Coeff,ACYP2_Coeff,PIK3R2_Coeff,TBC1D3D_Coeff,GPR26_Coeff,ALDH1A2_Coeff,ASAP3_Coeff,PIK3R3_Coeff,PDE6A_Coeff,TMEM233_Coeff,LHX3_Coeff,CYP4B1_Coeff,DDX28_Coeff,TRAPPC12_Coeff,CPXCR1_Coeff,ATP6V0D1_Coeff,EPHX1_Coeff,TMEM53_Coeff,CAMP_Coeff,GATB_Coeff,SOX3_Coeff,ZIM2_Coeff,SLC5A5_Coeff,IFNB1_Coeff,DHDDS_Coeff,DDX19A_Coeff,CBR3_Coeff,ATPAF1_Coeff,ALDH4A1_Coeff,GPATCH3_Coeff,OSGIN1_Coeff,ACSL1_Coeff,PSKH2_Coeff,HSDL1_Coeff,SLC30A3_Coeff,ERP27_Coeff,NRL_Coeff,USP51_Coeff,FAM221B_Coeff,HRH3_Coeff,SGF29_Coeff,VPS11_Coeff,TEX43_Coeff,PLEKHD1_Coeff,ACR_Coeff,SPRY3_Coeff,DCT_Coeff,ZBTB8B_Coeff,REN_Coeff,ABAT_Coeff,CRHR1_Coeff,SLC38A7_Coeff,DUS2_Coeff,ACSM5_Coeff,ASIC5_Coeff,LECT1_Coeff,RNF180_Coeff,TMEM25_Coeff,DHODH_Coeff,C2orf80_Coeff,CDADC1_Coeff,VPS4A_Coeff,HAGH_Coeff,CPA5_Coeff,PEF1_Coeff,BBS5_Coeff,TMEM268_Coeff,KLB_Coeff,ANKRD30BL_Coeff,RGS7BP_Coeff,TCP10L2_Coeff,Intercept,ZP2,FAM159B,PRORY,ALK,EXOSC6,ERVV-1,SLC5A11,MEI4,CYP17A1,VSTM2A,ABCC11,TBC1D26,MAGEB1,VAC14,APITD1-CORT,ERVV-2,STAC2,DNAJC28,DDX19B,DTNB,NTSR2,DEFB133,PDP2,NECAB3,LYZL2,PCDH8,SQSTM1,GCDH,CAPN13,C1QL2,ACYP2,PIK3R2,TBC1D3D,GPR26,ALDH1A2,ASAP3,PIK3R3,PDE6A,TMEM233,LHX3,CYP4B1,DDX28,TRAPPC12,CPXCR1,ATP6V0D1,EPHX1,TMEM53,CAMP,GATB,SOX3,ZIM2,SLC5A5,IFNB1,DHDDS,DDX19A,CBR3,ATPAF1,ALDH4A1,GPATCH3,OSGIN1,ACSL1,PSKH2,HSDL1,SLC30A3,ERP27,NRL,USP51,FAM221B,HRH3,SGF29,VPS11,TEX43,PLEKHD1,ACR,SPRY3,DCT,ZBTB8B,REN,ABAT,CRHR1,SLC38A7,DUS2,ACSM5,ASIC5,LECT1,RNF180,TMEM25,DHODH,C2orf80,CDADC1,VPS4A,HAGH,CPA5,PEF1,BBS5,TMEM268,KLB,ANKRD30BL,RGS7BP,TCP10L2,OS_MONTHS,TUMOR_STAGE,SMOKING,OS_STATUS
29,0.00239252,0.002290218,0.001864492,0.000598783,-0.000639586,-0.001169644,0.001748608,0.001295085,0.000261318,0.000234799,0.000638584,0.000555424,0.001596335,0.004352067,0.000711297,0.000982071,0.002601199,-0.000431819,-0.000586365,0.00075675,0.000342364,0.000573418,-0.001077926,0.003744365,0.001133923,0.001837945,0.009223066,0.004231639,0.009596203,0.005975428,0.000467272,0.000889623,0.000592514,0.000612049,0.006037946,0.003263169,0.003075326,0.000619741,0.000960165,0.000319935,-0.000712645,0.002264022,-6.29627E-05,0.000663875,0.004202157,0.005863218,0.003575804,0.003543056,0.001099221,0.000236496,0.00040475,0.005526589,0.000706158,0.000480871,0.000131401,0.003823176,-0.001350012,0.00529347,0.003974172,0.004474322,0.000466953,0.000257689,0.000478433,0.000705875,0.005700361,0.001390775,0.000185066,0.000196251,9.20705E-05,0.004706056,0.001325805,-0.000104767,0.001331563,0.000807561,-0.001606763,0.00061362,-0.000380432,0.002243304,-0.002383688,0.001690169,0.003498382,0.000259158,0.001283631,-0.002612829,0.005439777,-0.000721098,0.003500742,0.001054103,0.00044151,-0.000607771,0.001375772,0.005928123,-5.38325E-05,0.003057241,0.002045781,-0.000658638,-0.004761865,0.000216571,0.000917687,0.000191887,-0.119812627,-0.013391863,-0.016206962,-0.009271618,-0.007706599,-0.002111197,-0.009336641,-0.008377271,-0.005965636,-0.003539608,0.00173963,-0.005143618,-0.000239916,-0.007353649,-0.044557067,-0.007681853,-0.004463135,-0.006730237,0.002669898,0.015085737,0.003881242,0.000751822,-0.000342528,-0.004454495,-0.031305118,-0.004178955,-0.009311165,-0.063430491,-0.034511175,-0.049333344,-0.036109932,-0.003335026,-0.002936599,-8.9E-05,-0.000701902,-0.039128951,-0.001596443,-0.018055661,-0.000394437,-0.012672671,0.001389397,0.054112131,-0.002100589,-0.015767111,-0.000977039,-0.031047182,-0.035027864,-0.027682194,-0.019671466,-0.002791577,0.003007615,0.000398675,-0.027972849,-0.001244055,-0.004865432,-0.00264491,0.002880523,0.011327939,-0.048230568,-0.018803494,-0.071354954,0.000772363,0.001879111,-0.012703764,-0.001562799,-0.01224088,-0.010086121,0.011270376,0.002179343,0.00154753,-0.009647536,0.000905565,-0.000162697,-0.005124071,-0.000687533,-0.000859273,-0.000861765,-0.001640387,0.002111036,-0.018715323,-0.007985603,-0.033940681,-0.001347546,-0.002031235,-0.001548018,-0.035895606,-0.008361369,-0.007154053,0.002525208,0.0000038,0.009745744,-0.016132809,-0.04771702,0.003694117,-0.008233476,-0.014582652,0.01268654,0.012148342,0.000878676,-0.014109628,0.000962324,-0.138196535,Stage IA,3,0
37,0.001554988,0.002321465,0.001581677,0.001499111,0.001503626,0.001558438,0.001007685,0.001067023,-0.000569665,-7.63666E-05,0.000745981,0.000140168,0.001291678,0.001168226,0.000490561,0.000853005,0.002811377,0.003014899,0.000392401,0.00025782,6.82655E-05,0.000228649,0.000505147,0.000247051,0.000810136,0.001438932,-0.000894375,-0.000408747,0.003908539,-0.007544572,2.22151E-05,0.000750794,0.000367264,0.000276588,-0.007786889,0.00444853,0.006299475,0.000458878,0.002602656,-2.50595E-05,0.00426515,0.00130908,0.000771717,-0.000257786,0.001427976,0.000907693,0.003834656,0.003449205,0.001113461,-0.00013155,0.00012005,0.005816766,0.00031924,0.001502174,0.001362911,0.007984885,0.00184085,0.002361621,0.001607357,0.002632481,0.000368772,-9.67833E-05,-0.001611805,-0.001431894,0.001505483,-0.000548418,5.98118E-05,-0.000176957,-0.000276673,-0.000467264,0.002474148,0.000202345,0.000395386,0.000559008,0.000476409,-3.70965E-05,0.000331946,-0.000575175,0.000220073,-0.001558849,-0.000283058,0.001325489,-0.001047674,0.000310672,-0.000278439,-0.002507985,0.000521799,0.002053863,-0.000237852,0.001225745,0.000375577,6.55123E-05,-0.000150436,0.001665805,0.000448313,0.003085139,-0.004514184,-5.50666E-07,-0.001398444,-0.000269471,-0.13265242,-0.009513978,-0.018960559,-0.013700746,-0.012991529,-0.011569942,-0.013785331,-0.006382815,-0.009400174,0.01142973,0.000623184,-0.00738933,-0.000929073,-0.011205765,-0.004456887,-0.001295605,-0.007445653,-0.02476684,-0.027746021,-0.003766968,0.02384991,-0.000661802,-0.002085382,0.011058166,0.03107682,-0.00707598,-0.011753029,0.043697043,0.015185182,-0.031786738,0.128995611,0.010626719,-0.003527147,-0.003314142,-0.002552871,0.126819197,-0.019591033,-0.046301646,-0.003711077,-0.022176041,0.000167585,-0.018695335,-0.018490158,-0.007296077,0.002214385,-0.003820768,0.030025331,-0.040017732,-0.029129279,-0.016250096,0.001610416,-0.001121191,-0.050107898,-0.003258129,-0.01413501,-0.01061537,-0.082314137,-0.007578555,-0.0147972,-0.005452661,-0.003534357,0.02124319,0.000804627,0.031135004,0.021892903,0.023540761,0.014570024,0.00929815,0.006603074,0.00355337,0.01724857,-0.0274536,-0.001851449,0.000878099,-0.006212167,0.005389225,0.002645306,-0.002562299,0.01784718,0.018600697,0.027276037,0.014844456,-0.009406453,0.014488019,-0.00263095,0.032040295,0.050043435,-0.002246939,-0.025310038,0.004153741,-0.006595521,0.007310163,0.012330767,-0.000145268,-0.010633665,0.003809394,-0.01869655,0.066544898,0.000204622,0.030501008,0.003885631,-0.138064732,Stage IA,2,0
40,0.000813923,0.000693074,0.000560885,0.000543705,0.001116206,0.000518929,0.000495765,0.000370846,0.000293212,-6.19659E-05,0.000166409,4.86792E-05,0.000448006,0.00100279,8.97084E-05,0.00028704,0.000919879,0.000253448,-3.43432E-05,0.001318754,-7.29031E-06,5.5434E-05,0.000549305,0.001245779,0.000270501,0.000546938,0.002432873,0.001135946,0.00171926,0.002140971,-3.1983E-06,0.000234338,6.50626E-05,7.43329E-05,0.002191696,0.000214484,0.002193964,0.00013809,0.000979752,-0.000102851,0.000624822,0.001005486,0.0006259,6.12608E-05,0.000296037,0.002949082,0.000443924,0.001288882,0.000429449,-0.000104472,-3.55924E-06,0.002122474,0.000104678,-0.000280167,0.000466975,0.003236336,0.00032991,0.000873163,0.000526145,0.001771474,0.001222229,-7.11835E-05,0.001708588,0.000192256,0.002714714,0.00053129,0.000936324,-2.32469E-05,-5.32194E-05,0.000922009,0.000546912,4.20556E-05,0.000402147,-0.00010624,0.000743641,5.60334E-05,0.0001046,0.00074169,-0.000347237,0.000444153,0.00111646,0.000553812,0.000365696,0.000116277,0.000944498,0.000572841,0.001865453,0.000568395,1.74155E-06,-0.000330525,0.000332399,0.000618171,1.36484E-05,0.000338422,0.000792997,0.000814327,0.000387461,-1.53709E-05,0.000493371,-7.27192E-05,-0.032521202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,4,0
42,0.001771457,0.001939568,0.001330467,0.001187905,0.000665743,0.001317675,0.001289139,0.000931706,0.000520047,8.38835E-05,0.000872405,0.000306257,0.001114724,0.001743602,0.000203786,0.000776845,0.001906907,0.00044643,0.000753067,0.001856454,0.000203643,0.000326696,0.000962006,0.001962518,0.000757878,0.000434934,0.002175336,0.001318303,0.006529449,0.004230493,0.001049911,0.000328166,0.000432856,0.000353475,0.003299974,0.001834061,0.000873519,0.000441056,0.001643634,0.000117675,-0.000139743,0.000978325,0.00102267,0.000335369,0.001064765,-0.001043139,0.000316539,0.001682427,0.000113658,-1.18073E-05,0.000243267,0.00419791,7.24404E-05,-0.000146098,0.000504112,0.003973774,-0.000826717,0.001277743,0.000614437,0.004765838,0.000168502,4.59826E-05,0.000543941,1.97241E-06,0.00043682,0.000826062,0.000451319,0.000571738,9.78646E-05,0.001045108,-0.0001251,0.000306694,0.000632074,0.00044283,0.001677659,0.000310194,0.000276403,0.000931907,-0.001649184,0.000764007,0.002395578,0.00054826,0.00018147,0.000388462,-0.002776278,0.001032205,0.00076817,0.000851468,0.000244496,0.001154699,0.000418247,0.001644493,0.000292294,-0.000721061,0.000717874,0.001207918,-0.001449988,0.000180847,0.000117125,0.000152821,-0.055461104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,3,0
44,-0.001475072,-0.001646957,0.015279833,-0.001100941,0.005712912,0.010836484,0.009674943,0.010226623,0.000424701,-8.87766E-05,-0.000504599,-0.000147958,0.011618381,0.004560893,0.000130541,0.007248035,-0.001848066,3.04935E-06,0.003576686,0.002680303,0.000312945,-0.000263885,0.002522613,-0.000458522,0.006276136,-0.001042053,0.012703191,0.003618585,0.000533109,-0.003330697,-0.001685931,0.000758674,-0.000359812,-0.000294706,0.008958355,0.003833135,0.003684785,0.000545921,-0.002159741,-0.000121603,0.001035828,0.003438156,0.000666592,-0.000239682,0.003294544,0.00147818,1.77256E-06,-0.001116562,0.000399272,-0.00012422,-0.000214912,0.015881092,-0.000128598,0.002817665,0.004638753,0.007543788,-0.000154734,0.001123834,0.00244636,0.010303822,0.004951513,-7.75862E-05,9.63758E-05,6.12947E-05,-0.004519341,0.000500747,0.003282658,-0.000590545,-6.12317E-05,0.002892001,-0.000661271,-0.000246042,-0.000662717,0.001801324,0.00269302,-0.000370094,0.000732586,-0.001590204,-0.001635432,-0.001009357,0.004764383,0.004257345,-0.000628171,0.000549673,-0.00367126,-0.00376679,-0.001460049,0.004042123,0.00045495,-6.6382E-05,0.001863483,-0.001487379,-0.000230455,-0.001645511,0.001889546,0.000171154,-0.000382338,-0.000164519,-0.001796711,-0.000161337,-0.005710632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,3,1
55,-1.9349E-06,-2.00085E-06,-1.22584E-06,-5.50721E-07,-2.2359E-06,-1.12382E-06,-7.1783E-07,-6.79734E-07,5.32609E-07,3.50907E-07,-5.13372E-07,2.64687E-07,-9.31507E-07,-3.67388E-07,-3.04571E-07,-4.54817E-07,-1.01831E-06,-4.32868E-07,-4.99353E-07,-1.26062E-06,3.256E-07,2.32404E-07,-2.1606E-06,-7.21385E-06,-4.03881E-07,-1.18136E-06,-3.68446E-06,-1.01018E-06,-5.7583E-06,-5.46599E-06,-6.68892E-08,-1.52461E-07,3.01111E-07,2.24891E-07,-3.30356E-06,-2.10922E-06,-2.73698E-06,2.55903E-07,-8.98724E-07,3.58813E-07,-3.1605E-06,-2.31967E-07,-1.56758E-06,3.62329E-07,5.59238E-07,-3.40586E-06,-1.25167E-06,-9.19535E-07,-7.68746E-09,3.87681E-07,3.09822E-07,-4.20071E-06,1.90164E-07,-6.15632E-07,-5.3615E-07,-8.106E-07,-2.2468E-06,-8.54065E-07,5.11568E-07,-2.91809E-06,4.641E-07,9.64319E-07,-1.14617E-06,2.14602E-07,-4.62731E-06,-1.90918E-07,-8.094E-07,1.53413E-08,3.54679E-07,1.36491E-07,1.73937E-07,2.70723E-07,-2.87386E-07,2.00693E-07,-1.44329E-06,1.77237E-07,1.4635E-07,-1.06464E-06,-7.75131E-07,-8.48979E-07,3.42754E-08,-4.85482E-07,9.46227E-07,1.45669E-07,-5.17314E-06,-9.29063E-07,-1.10282E-06,-1.05411E-06,5.52051E-07,7.8782E-07,-4.52208E-07,-1.1224E-07,-8.45773E-10,1.25132E-07,-6.90664E-07,-5.8051E-07,-3.03286E-07,3.35462E-07,-1.00691E-06,3.51973E-07,-3.06664E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,4,0
58,0.001014837,0.000777547,0.000765756,0.00059381,0.001357157,0.000434714,-0.000119623,0.000415331,0.000346054,2.53612E-05,0.000317095,0.000147712,0.000342643,0.000586861,-0.000191638,0.000263596,0.000437365,-0.00016339,0.000657959,0.000102484,8.98874E-05,0.000165283,0.000973835,0.00078728,-0.000329476,0.000522548,0.001452842,0.000689501,-0.000636971,0.001748921,0.000308854,0.000448628,0.000211999,0.000186777,0.001924082,0.000890055,-8.13016E-05,-2.86781E-05,0.000568621,3.04642E-05,0.005792714,0.000619819,0.001256676,0.00019052,0.001108872,0.000537181,-0.000238577,0.000303501,0.000442479,3.70872E-05,7.74583E-05,-0.00678805,0.000112817,0.000346797,0.000484548,0.000912891,0.000580235,-0.000969147,0.000553981,0.000679457,0.001187012,1.59448E-05,9.50993E-05,8.71665E-05,0.002803218,9.94116E-05,6.90385E-05,0.000412538,3.8332E-05,0.000973624,-4.52702E-05,0.000153698,0.000289518,-0.0005139,-0.000124049,0.000273222,7.94978E-05,0.001299086,0.00020518,0.00066161,0.000725523,0.000479358,0.000404372,0.000152674,0.002774419,0.001021172,-0.000123779,0.00066422,-0.001143028,0.000575899,0.001202351,0.0005493,9.34487E-05,0.000450065,0.001160868,0.000924655,0.000157577,7.024E-05,0.00019296,6.75008E-05,-0.038733114,0.002724435,-0.018729512,-0.016803273,-0.013378027,-0.012260675,-0.009804838,-0.002741601,-0.013155054,-0.0122936,-0.006017749,-0.010665514,-0.006992775,-0.013931418,-0.002888948,0.001671319,-0.011688559,-0.021626786,0.004640929,-0.006779602,0.013420078,-0.006985308,-0.008057224,-0.009317067,0.004542359,-0.00945949,-0.016269803,-0.039827393,0.011839695,0.042375475,0.067388614,-0.011521797,-0.006997844,-0.008982447,-0.007886042,-0.037321785,0.009069506,0.005325128,-0.005037466,-0.008963556,-0.006360802,0.003061469,-0.002910511,0.015021342,-0.008678728,-0.003556816,-0.017514439,0.007910249,-0.023786436,-0.005196915,-0.005915517,-0.005956813,-0.025367677,-0.007803732,-0.000954072,0.006389798,-0.027597178,0.002344744,0.002558163,-0.00139585,-0.038703414,0.004509866,-0.005881127,0.012606187,0.010885757,0.03392129,0.001590133,0.007799749,0.017536864,-0.006205911,0.017521418,0.000782606,-0.007881079,-0.001283965,-0.007034537,0.011787052,-0.005579451,-0.00436775,0.004319853,-0.008022851,-0.014355506,-0.018825523,0.008108753,-0.013185451,-0.004258881,0.029431344,-0.00209267,0.035227093,0.007994922,-0.007717992,-0.008169213,0.00203896,-0.001543975,-0.003158853,0.004315659,0.004592254,0.010960377,-0.0161693,-0.005677563,0.043671437,-0.00655152,-0.137445667,Stage IA,4,1
59,-4.71447E-07,-5.18202E-07,-3.43313E-07,-2.6898E-07,-1.77997E-08,-3.32158E-07,1.82311E-08,-1.97492E-07,6.50116E-08,5.10993E-08,-8.91936E-08,4.14913E-08,-2.46327E-07,-2.13741E-07,2.01713E-07,-1.53711E-07,-2.2904E-07,4.60482E-07,-4.15196E-08,6.83897E-09,4.04946E-08,1.33806E-08,-7.91092E-09,-4.75234E-08,-1.43441E-07,-2.89446E-07,2.04189E-08,3.16007E-07,-2.73835E-07,-1.24154E-08,8.83799E-08,-1.38939E-08,-2.52619E-08,5.27061E-09,-3.96341E-07,2.46253E-07,-4.86753E-08,-1.38631E-08,-5.52629E-08,2.65288E-07,3.54165E-06,1.06887E-07,5.1779E-08,-1.24332E-08,3.80861E-07,5.46635E-07,-1.6818E-07,-2.73814E-07,1.61349E-08,1.08674E-07,3.22294E-08,-1.13199E-06,-2.52682E-08,2.64169E-07,1.41058E-07,-5.43351E-07,-4.75923E-08,3.77427E-07,1.96774E-07,-1.15123E-08,-6.19413E-07,5.02956E-08,3.45275E-07,4.05611E-07,3.63725E-07,8.44116E-09,5.19746E-07,4.63025E-08,4.8519E-08,8.31581E-07,-2.9013E-08,1.6793E-08,-2.65083E-07,-1.01026E-07,-1.15173E-07,-1.44704E-07,4.70083E-08,1.3749E-07,3.38718E-07,-1.98611E-07,-5.45771E-07,-3.61741E-08,1.88508E-07,-1.30065E-08,-1.01438E-06,1.24294E-07,3.58141E-07,3.13543E-07,3.74745E-08,2.16394E-07,2.29023E-07,3.2285E-07,1.56868E-08,5.05141E-07,1.94541E-07,-9.63815E-08,3.83911E-07,4.05373E-08,-2.63297E-07,4.71918E-08,-1.74261E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,3,0
61,0.00146813,0.001583686,0.001045448,0.000961612,0.001528241,0.000577963,0.001031078,0.000748767,0.000557062,0.000129761,0.000731056,0.000184134,0.000885916,0.00082939,0.000437054,0.00064555,0.001040663,0.000341763,0.000994404,0.000523818,6.14704E-05,0.000302886,0.00146727,0.000366154,0.000621892,0.001048652,0.001174487,-0.000211873,0.004483087,-0.004534541,0.000758995,0.000245944,0.000381432,0.00032928,0.003173484,-0.001370734,0.001248131,0.000333162,0.001018378,0.000110447,0.004430601,0.001840167,-0.000332769,0.000267373,0.002068232,-0.000938453,0.000842493,0.001392258,0.000691154,9.27254E-05,0.000133308,0.002143201,0.000347541,-0.000949148,0.001209266,0.000905766,0.001014784,-0.000563752,0.000169409,0.001732135,-0.00106051,0.000118154,0.001345268,-8.88621E-05,0.002059746,0.000743914,0.000665405,0.000227736,0.000116474,0.000636028,0.000482503,0.000287936,0.000306506,0.000432433,0.000895744,0.000199159,0.000287992,-0.001365541,0.000585446,0.000914616,0.001425762,0.001349938,-0.00020562,0.000358895,0.003309833,0.002258199,0.000120259,0.000965558,0.000240198,0.00031359,0.001240322,0.000466634,0.00023091,9.12337E-05,0.000638512,0.001308545,0.000986915,0.000186152,0.001529359,4.19227E-05,-0.047101278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,4,0
62,-0.004695879,-0.005295819,0.045721614,-0.003284218,0.015321283,0.032407361,0.028939284,0.030757192,0.001374196,-6.61885E-05,-0.001631098,-0.000307395,0.034803372,0.013255794,0.000273638,0.021825,-0.007032149,-0.000841331,0.009955377,0.007397241,0.001199456,-0.000668882,0.006298023,-0.003496952,0.018903574,-0.003266523,0.037131171,0.010852593,-0.001315376,-0.010001025,-0.004745255,0.002261018,-0.000960755,-0.000776241,0.026944167,0.008962329,0.008876145,0.001816099,-0.006987615,-0.000175469,-0.003106322,0.010620818,0.000840314,-0.000585863,0.009592298,0.00041982,-2.55276E-05,-0.003503661,0.001424306,-0.000158874,-0.000467966,0.046312704,-9.14941E-05,0.007965781,0.012879132,0.021125423,-0.001195869,0.001722561,0.007089663,0.027724006,0.013430063,-2.47274E-05,-0.000964507,0.000280893,-0.013770434,0.001783314,0.009611907,-0.001798414,2.56211E-05,0.008174988,-0.00355193,-0.000663129,-0.002194693,0.005499286,0.007884398,-0.001023026,0.002354541,-0.004566692,-0.005847591,-0.002920989,0.0132625,0.011641472,-0.001576392,0.001756004,-0.011870267,-0.011746646,-0.00469461,0.011062726,0.001649583,-0.001062323,0.004627788,-0.005471903,-0.000455594,-0.004638629,0.004700391,-0.001804233,-0.001834079,-0.000328176,-0.005581672,-0.000315108,0.022527508,-0.028659822,-0.033549886,-0.017219809,-0.012599308,0.017691982,-0.017372912,-0.017837881,-0.00874699,-0.001589796,0.008707461,-0.003415506,0.004481312,-0.012703725,-0.040246826,0.018998217,-0.005897673,0.104861306,0.021988281,-0.000607218,0.005114881,0.006381552,0.003804777,0.010345508,0.011634183,-0.005228539,-0.016671083,-0.012936096,-0.011600471,0.008082058,-0.084930294,0.038121928,-0.005096985,0.001580638,0.002958589,-0.075041336,0.054477025,-0.023622441,-0.002046816,-0.036056339,0.007882796,0.284968547,0.001949002,0.0076737,0.002310746,0.016391636,0.170778307,0.014704284,-0.055940636,-0.006342685,0.008013224,0.005550026,-0.086524538,0.001682026,-0.010263297,0.013154136,0.084176079,0.02192386,0.060919279,0.000990609,0.161864472,-0.015411151,0.009035885,0.018636378,0.014907354,0.032450336,0.017477762,-0.035455277,0.004782518,0.008255139,-0.007755519,0.008224036,0.010977178,-0.002590349,-0.000491847,-0.033865639,0.001856816,0.001006834,-0.030775933,-0.047337462,-0.014191735,-0.031900474,0.021983001,-0.01524276,0.00481553,-0.068623439,0.036135132,-0.080817354,-0.025216844,0.004620254,0.015383752,0.014167306,0.046914403,0.004166948,0.023427699,-0.020140096,0.104593577,0.127211969,0.006680246,-0.016167061,0.009895762,0.005585126,Stage IA,4,0
68,0.00146765,0.001488707,0.001015662,-0.000275422,0.001704315,0.000677473,0.000989517,0.000706394,0.000494691,5.42818E-05,0.000614821,0.000220498,0.000848893,0.001348197,0.000390704,0.000557629,0.001747587,0.001256065,0.001534887,0.00076471,9.84556E-05,0.000240349,0.00075351,0.002603448,0.000574667,0.000954938,0.002410135,0.000477305,0.007070725,0.00220505,0.000632084,0.000239231,0.000279749,0.000267675,0.003520959,0.002762334,0.001221496,0.000321571,0.001294495,7.0249E-05,0.006066966,0.000591866,0.000878321,0.000231967,0.001210745,0.003844059,0.000886795,0.000670848,0.0006364,8.5086E-05,0.000161823,0.001504325,0.000240518,0.001405921,0.001090392,0.001319209,0.001513419,0.00210077,0.001430929,0.004451863,0.000512781,4.61735E-05,0.001681414,0.000428024,0.003842819,0.000222276,0.000945116,0.000417695,6.15836E-05,0.001334763,0.001639659,0.000222289,0.000659458,0.000398438,0.000821044,0.000263908,0.000311893,0.001488975,0.000735253,0.000832155,0.001136167,0.001058863,-0.000141195,0.000320049,0.003344566,0.001434321,0.002357877,0.001327788,0.000196908,0.000426772,0.001138566,0.00140227,-0.000199934,0.000661367,-0.000148289,0.000336154,0.000990644,0.0001313,0.001109198,0.000117517,-0.048435402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IA,2,0
