Index,ZP2_Coeff,FAM159B_Coeff,PRORY_Coeff,ALK_Coeff,EXOSC6_Coeff,ERVV-1_Coeff,SLC5A11_Coeff,MEI4_Coeff,CYP17A1_Coeff,VSTM2A_Coeff,ABCC11_Coeff,TBC1D26_Coeff,MAGEB1_Coeff,VAC14_Coeff,APITD1-CORT_Coeff,ERVV-2_Coeff,STAC2_Coeff,DNAJC28_Coeff,DDX19B_Coeff,DTNB_Coeff,NTSR2_Coeff,DEFB133_Coeff,PDP2_Coeff,NECAB3_Coeff,LYZL2_Coeff,PCDH8_Coeff,SQSTM1_Coeff,GCDH_Coeff,CAPN13_Coeff,C1QL2_Coeff,ACYP2_Coeff,PIK3R2_Coeff,TBC1D3D_Coeff,GPR26_Coeff,ALDH1A2_Coeff,ASAP3_Coeff,PIK3R3_Coeff,PDE6A_Coeff,TMEM233_Coeff,LHX3_Coeff,CYP4B1_Coeff,DDX28_Coeff,TRAPPC12_Coeff,CPXCR1_Coeff,ATP6V0D1_Coeff,EPHX1_Coeff,TMEM53_Coeff,CAMP_Coeff,GATB_Coeff,SOX3_Coeff,ZIM2_Coeff,SLC5A5_Coeff,IFNB1_Coeff,DHDDS_Coeff,DDX19A_Coeff,CBR3_Coeff,ATPAF1_Coeff,ALDH4A1_Coeff,GPATCH3_Coeff,OSGIN1_Coeff,ACSL1_Coeff,PSKH2_Coeff,HSDL1_Coeff,SLC30A3_Coeff,ERP27_Coeff,NRL_Coeff,USP51_Coeff,FAM221B_Coeff,HRH3_Coeff,SGF29_Coeff,VPS11_Coeff,TEX43_Coeff,PLEKHD1_Coeff,ACR_Coeff,SPRY3_Coeff,DCT_Coeff,ZBTB8B_Coeff,REN_Coeff,ABAT_Coeff,CRHR1_Coeff,SLC38A7_Coeff,DUS2_Coeff,ACSM5_Coeff,ASIC5_Coeff,LECT1_Coeff,RNF180_Coeff,TMEM25_Coeff,DHODH_Coeff,C2orf80_Coeff,CDADC1_Coeff,VPS4A_Coeff,HAGH_Coeff,CPA5_Coeff,PEF1_Coeff,BBS5_Coeff,TMEM268_Coeff,KLB_Coeff,ANKRD30BL_Coeff,RGS7BP_Coeff,TCP10L2_Coeff,Intercept,ZP2,FAM159B,PRORY,ALK,EXOSC6,ERVV-1,SLC5A11,MEI4,CYP17A1,VSTM2A,ABCC11,TBC1D26,MAGEB1,VAC14,APITD1-CORT,ERVV-2,STAC2,DNAJC28,DDX19B,DTNB,NTSR2,DEFB133,PDP2,NECAB3,LYZL2,PCDH8,SQSTM1,GCDH,CAPN13,C1QL2,ACYP2,PIK3R2,TBC1D3D,GPR26,ALDH1A2,ASAP3,PIK3R3,PDE6A,TMEM233,LHX3,CYP4B1,DDX28,TRAPPC12,CPXCR1,ATP6V0D1,EPHX1,TMEM53,CAMP,GATB,SOX3,ZIM2,SLC5A5,IFNB1,DHDDS,DDX19A,CBR3,ATPAF1,ALDH4A1,GPATCH3,OSGIN1,ACSL1,PSKH2,HSDL1,SLC30A3,ERP27,NRL,USP51,FAM221B,HRH3,SGF29,VPS11,TEX43,PLEKHD1,ACR,SPRY3,DCT,ZBTB8B,REN,ABAT,CRHR1,SLC38A7,DUS2,ACSM5,ASIC5,LECT1,RNF180,TMEM25,DHODH,C2orf80,CDADC1,VPS4A,HAGH,CPA5,PEF1,BBS5,TMEM268,KLB,ANKRD30BL,RGS7BP,TCP10L2,OS_MONTHS,TUMOR_STAGE,SMOKING,OS_STATUS
239,0.001301279,0.001320371,0.000985407,0.000777224,0.000983846,0.000845576,0.000744696,0.00069066,0.000427561,6.88152E-05,0.00055295,0.000195973,0.000826313,0.001069809,0.000420471,0.000463141,0.001547426,0.000696266,0.000348847,0.001356998,0.000150481,0.000241979,0.000639872,0.000868156,0.000417218,0.000933565,0.00114397,0.000518179,0.004236986,0.002960744,0.000518389,0.000441838,0.000316452,0.000264783,0.002564358,0.000994667,0.001908517,0.000296309,0.000484631,9.54256E-05,-0.001547206,0.000512193,-9.72392E-05,0.000196496,0.000462613,0.001162862,0.000617665,0.001692178,0.00034042,6.98509E-05,0.000131372,0.000699716,0.000282961,0.000920511,0.000329789,0.002261053,0.000473531,0.000813695,0.001119798,0.002113796,0.002186795,4.31244E-05,0.000532028,0.000229882,0.001181331,0.000442849,0.00065335,0.000334843,1.56589E-06,0.000157275,0.000937459,0.000217711,0.00057698,0.000223344,0.000548311,0.000302762,0.000114856,0.001018912,-0.000956257,0.00084163,0.000952265,0.000316148,0.000363794,0.000247502,0.00220132,2.90439E-05,0.000565831,0.000544501,0.000155118,0.000330739,0.000575293,-0.000618309,7.17179E-05,0.000682672,0.000458676,0.000486376,0.000455463,0.000136223,0.000486246,0.000107251,-0.037529153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIA,3,1
257,-0.012802749,-0.014446586,0.111156058,-0.008592465,0.036170594,0.079248856,0.070208736,0.074813411,0.003090417,8.73032E-05,-0.004252528,-0.000686193,0.084618088,0.03084111,0.000961548,0.053439719,-0.016385845,-0.002271327,0.023970005,0.017701618,0.003139907,-0.001592859,0.013872775,-0.010505458,0.045953193,-0.008833876,0.088676693,0.025491158,-0.005398525,-0.028111278,-0.010117807,0.005130069,-0.00238219,-0.001887734,0.06249801,0.020356048,0.019004546,0.004434199,-0.018852621,-0.000205063,-0.009701769,0.025968646,0.001477428,-0.001451276,0.023148752,-0.000481006,0.000894687,-0.010485397,0.003568337,-0.000158465,-0.001010512,0.11350233,-7.87549E-05,0.018790587,0.030808428,0.051294446,-0.003406415,0.003942758,0.01711512,0.066894467,0.032521364,0.000198759,-0.003454689,0.000755584,-0.031575141,0.004801321,0.022677304,-0.004468732,0.000307556,0.019031903,-0.009870409,-0.001458314,-0.005753706,0.013843756,0.018199204,-0.002518165,0.005698801,-0.012310357,-0.016327582,-0.007815575,0.030522099,0.027970238,-0.004163734,0.004313958,-0.032393387,-0.029108455,-0.01375959,0.025883583,0.004174828,-0.00317401,0.010504407,-0.013092344,-0.000903639,-0.010913868,0.009854812,-0.003495675,-0.003265401,-0.000624938,-0.014457082,-0.000548357,0.132275494,-0.070773115,-0.079886355,0.571290007,-0.046584857,0.179860974,0.410639164,0.360689267,0.384616847,0.014525874,0.000872109,-0.023158193,-0.003722118,0.434676545,0.154301293,0.005058909,0.276564624,-0.087825514,-0.014095912,0.12249263,0.089558751,0.016536334,-0.008497462,0.063454418,-0.063748856,0.235970742,-0.04885573,0.44779445,0.126816155,-0.038183349,-0.157512028,-0.047379355,0.024797489,-0.012748037,-0.01011462,0.310746742,0.094076777,0.087028217,0.022922951,-0.103675359,-0.000703916,-0.080577497,0.133456518,0.004910242,-0.007989446,0.116621231,-0.021652179,0.008592958,-0.060097101,0.019186719,-0.000454655,-0.005162099,0.59539214,-0.0000754,0.094471076,0.155124664,0.256431453,-0.021594081,0.015158502,0.087253325,0.329405558,0.169150483,0.001499763,-0.024281206,0.002983852,-0.153725129,0.025665598,0.115893932,-0.023971823,0.002066755,0.094153515,-0.056774606,-0.007688235,-0.031662757,0.073699603,0.091081383,-0.013366347,0.028943439,-0.067547512,-0.090451194,-0.042890787,0.150853712,0.140877556,-0.022278243,0.021923375,-0.179261054,-0.154990361,-0.076527831,0.130332242,0.021751975,-0.020201081,0.049432057,-0.069017044,-0.004110439,-0.056325235,0.044530933,-0.01974813,-0.020239357,-0.003002124,-0.077446513,-0.002625713,1.304290454,Stage IIA,2,0
283,0.002448895,0.002664501,0.001817872,0.001645747,0.001150541,0.001761199,0.001246241,0.001363705,-0.00082975,0.000234836,0.001016489,0.000491542,0.001535974,0.000953222,-8.07698E-05,0.00115624,0.002776654,0.0011802,-9.70166E-05,-0.000713066,0.000396965,0.000587956,0.00040667,-0.000479672,0.001112722,0.001806114,0.001318547,0.001439647,0.006346084,0.001271143,-0.000461599,0.000841773,0.000388153,0.000618517,0.004700964,-0.002568079,0.001745453,0.000773849,0.002784866,-0.000147119,0.002281403,0.001465778,-1.15116E-05,0.00057055,-0.000308844,0.000794326,0.00026415,0.003341352,0.00087085,0.000240211,0.000439983,0.004910089,0.00071068,0.001037241,0.000768044,0.002481863,0.000865662,0.000970541,0.001355655,0.002123519,0.001451142,0.000246749,0.000115875,0.000273389,0.000119178,0.000554453,-8.76446E-05,-0.000369085,0.000332348,0.00154983,0.000290939,0.000563474,0.000910737,0.000724482,0.001693837,0.000214312,0.000654676,0.000272191,-0.000122939,0.001569195,0.002391926,0.001178273,0.000673609,0.000482798,0.005272417,0.002775693,0.001578229,0.000295478,0.000539584,0.000120506,-0.000727989,-0.000516671,0.000504055,0.000458596,-0.001590486,0.001563432,0.00062952,0.000404751,0.00123326,0.000193036,-0.134600575,-0.017039968,-0.01812739,-0.01177546,-0.011620466,-0.006432531,-0.011482446,-0.002836516,-0.008469477,0.02311262,-0.000764212,-0.006813633,-0.002743758,-0.009457272,-0.00195556,0.004415333,-0.006966977,-0.020770316,-0.004178438,0.008731773,0.015543554,-0.00175202,-0.00284637,-0.003033721,-0.005974918,-0.006682797,-0.011661576,-0.006460683,-0.012268705,-0.073561577,-0.040146154,0.003703544,-0.003535066,0.003718505,-0.003100528,-0.035091796,0.031690742,-0.02679851,-0.005201913,-0.013842332,-0.00085893,-0.066604655,-0.012501174,0.004126351,-0.002997868,-0.010621046,0.029691202,0.003741219,-0.027789106,-0.006763792,-0.000434432,-0.002105167,-0.040350237,-0.003747897,-0.008028805,-0.013625908,-0.022645875,-0.004947797,-0.020639419,0.005809517,0.00176979,-0.043308373,0.00031791,-0.003633437,0.006217472,0.011444022,0.001760449,0.003318968,0.004586455,-0.000956312,0.000493454,-0.001253319,-0.002666539,0.001386985,-0.004879893,-0.005619566,0.003554558,-0.002212312,0.028327905,-0.011086626,-0.010249135,-0.017599714,-0.011455689,-0.002797909,0.002066705,-0.039358741,-0.033995327,0.004617644,-0.003709972,-0.002500039,-0.004642253,0.001941719,0.003864365,-0.001898674,0.001720682,0.003794531,-0.011484436,-0.012933142,-0.001465449,-0.01750446,0.003470591,-0.138196535,Stage IIA,3,1
284,0.000676213,0.000682543,0.000440392,8.94458E-05,0.001146468,0.000819848,0.000389883,0.000279648,-0.000168495,-8.78758E-05,0.000234277,-2.87535E-05,0.000316009,0.000949601,0.000222149,9.21991E-05,-4.12177E-05,0.000223759,0.000110033,0.000108186,-4.14509E-05,-0.000125857,0.000330447,0.00058247,0.000198887,0.000240181,0.000669293,0.000910521,0.001785761,0.000333319,0.000506546,0.000294383,1.5758E-05,-6.67165E-07,0.00227266,0.001252928,0.001234667,0.000109618,0.000388526,-7.57432E-05,-0.002436913,0.000898319,0.00013378,1.14462E-05,0.00057538,-0.001012281,-0.000249407,-0.000607353,0.000451421,-0.000115894,1.10666E-05,0.001094005,0.000159147,-0.000243554,0.000448576,0.000442574,0.000125552,9.95129E-05,0.000415713,-0.000400528,0.000556441,-9.48143E-05,-0.000353497,-0.000181354,0.000966798,0.000356334,0.000676068,0.000126785,-9.93861E-05,0.000677544,0.000359309,-3.07039E-05,0.000151524,0.000213288,0.000363579,7.07766E-05,0.000212388,0.000973792,-6.18951E-05,0.000293364,0.000628384,0.000633939,-0.00015351,3.8633E-05,0.000482843,4.25427E-05,0.000743255,0.000823744,-4.9381E-05,0.000139218,0.000604734,0.000141147,-3.3812E-05,0.000479577,0.000544206,-6.44557E-05,-0.000353349,-4.31849E-05,0.000225933,-4.80874E-05,-0.02464929,-0.016424514,-0.020797429,-0.014514941,-0.013797521,-0.003777088,0.002781753,-0.014011487,-0.010729588,-0.006101731,-0.004540234,-0.010377234,-0.006250067,-0.012777519,-0.003375926,-0.005387286,-0.006633542,-0.021756522,-0.00871646,-0.017075722,-0.007967994,-0.005435055,-0.006426389,-0.01440721,-0.001716884,-0.009901675,-0.014303564,-0.046033588,0.0000278,-0.037148967,-0.040564436,-0.00748798,0.002343376,-0.007282057,-0.006582349,0.029453246,-0.001725764,-0.02713731,-0.005538335,-0.014718195,-0.004857498,-0.114799504,-0.008905316,-0.002784772,-0.00700117,-0.008990906,-0.034181257,-0.028826742,-0.027849013,-0.00694693,-0.00480732,-0.004424489,-0.039130376,-0.001679643,-0.021329028,-0.00557558,-0.05417151,-0.004629431,-0.008766395,-0.005569595,-0.060296949,-0.040208004,-0.004413883,-0.010554135,-0.005537116,-0.053443687,-0.002750776,-0.008779087,-0.009968487,-0.004714251,0.000987421,0.007207612,-0.006263486,-0.009592393,-0.001403223,-0.013700753,-0.006024531,-0.000899382,-0.00695201,-0.000115133,-0.012963079,-0.006045824,-0.001466782,-0.012511541,-0.0075184,-0.040025085,-0.017467882,0.025440041,-0.008656962,-0.005232118,-0.001108608,-0.001302964,-0.006881901,-0.004186888,-0.013306667,-0.007230009,-0.000445927,-0.016431851,-0.005320142,-0.020444497,-0.004658956,-0.148490209,Stage IIA,4,0
292,1.59578E-05,1.74777E-05,1.22834E-05,1.05519E-05,-7.00696E-06,1.20004E-05,3.49754E-07,9.59651E-06,-9.33511E-06,5.16555E-06,9.99532E-06,6.42775E-06,1.12091E-05,9.95855E-06,3.84482E-06,1.1734E-05,1.07634E-05,-1.90574E-05,-6.40194E-06,1.29295E-07,6.48838E-06,7.36451E-06,8.00693E-06,-5.79646E-06,1.14403E-05,1.23886E-05,7.60854E-06,-1.32199E-05,1.19199E-05,-7.3868E-06,-9.95791E-06,-2.62537E-07,8.41879E-06,7.61884E-06,1.6251E-05,-1.11566E-05,-5.59621E-06,8.14248E-06,-1.04481E-06,4.31418E-06,-7.06943E-05,2.02164E-06,9.77387E-07,8.94287E-06,-1.82841E-05,-2.87611E-05,-3.16004E-06,1.38867E-05,8.40505E-06,2.03285E-06,7.53589E-06,4.02768E-05,9.15845E-06,4.59651E-06,2.62837E-06,2.80794E-05,-5.99503E-06,-1.76401E-05,-1.43562E-05,8.73421E-06,3.00046E-05,5.2803E-06,-1.61247E-05,-1.87511E-05,-1.68245E-05,-8.58877E-06,-2.40436E-05,6.11376E-06,5.74387E-06,-3.40161E-05,-7.53855E-06,8.16543E-06,-4.54943E-06,-1.85428E-06,1.30183E-05,-2.66872E-06,6.5176E-06,-1.38099E-05,-1.85164E-05,1.61285E-05,3.21336E-05,-7.68796E-06,3.46702E-06,9.57305E-06,4.34208E-05,2.26082E-06,-1.90622E-05,-1.70266E-05,7.49985E-06,3.95477E-06,4.19008E-06,-1.73942E-05,8.88016E-06,-2.87325E-05,3.53698E-06,1.20796E-05,-2.01384E-05,7.17266E-06,1.49392E-05,6.31128E-06,-0.00043707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIA,3,0
305,1.08857E-05,1.11531E-05,8.01201E-06,7.5455E-06,-8.83063E-06,7.01515E-06,8.20338E-06,6.39618E-06,4.67053E-06,-5.38602E-06,6.07092E-06,3.54531E-06,7.3658E-06,7.67162E-06,-6.89932E-06,5.96901E-06,1.37164E-05,-2.23485E-06,-5.47091E-06,9.13308E-06,1.70245E-06,4.80958E-06,-2.82217E-06,-6.45893E-06,5.18389E-06,8.10231E-06,2.77887E-05,1.45295E-05,1.74567E-05,1.99215E-05,1.30157E-05,3.11057E-06,5.96071E-06,5.06116E-06,2.71305E-05,3.75856E-07,-6.36327E-06,6.42175E-06,1.71831E-05,3.25117E-07,5.04275E-05,1.41393E-06,-3.1857E-06,5.80658E-06,9.73946E-06,-1.92166E-05,6.35357E-06,2.2422E-05,1.04451E-05,2.33828E-06,4.59008E-06,2.28834E-05,6.68759E-06,1.2396E-06,-1.21219E-06,-1.1842E-05,1.01204E-05,-6.70487E-07,-4.6879E-06,-4.52626E-05,3.44103E-05,2.1662E-06,-1.29295E-05,7.19176E-06,1.42411E-05,8.91035E-06,2.52851E-05,8.45144E-06,-1.78606E-06,8.9721E-06,6.08466E-06,5.98555E-06,1.27359E-05,8.01764E-06,2.87844E-07,5.0762E-06,5.24382E-06,2.46737E-05,2.01661E-06,1.46591E-05,1.39984E-05,1.39009E-05,1.53985E-05,5.41008E-06,3.05466E-06,3.61255E-05,4.69041E-06,3.98125E-06,5.59776E-06,1.04973E-05,-6.08494E-07,1.49639E-05,-4.76404E-06,2.84657E-06,1.03778E-05,-8.27198E-06,7.63909E-06,3.9613E-06,2.22552E-05,-1.82643E-06,-0.00033562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIA,3,1
310,0.001010151,0.001006164,0.000699109,-0.000466464,0.001078939,0.000609132,0.000682917,0.000489837,0.000330223,3.58089E-05,0.00040897,0.000151053,0.000583958,0.000978331,0.00025897,0.000399352,0.00124355,0.000982493,0.001198759,0.000549259,7.18392E-05,0.000163259,0.000405897,0.001930692,0.000393257,0.000643598,0.001502175,0.000128942,0.004906078,0.002030516,0.000552675,9.01916E-05,0.00018144,0.000183335,0.00253459,0.001949674,0.000553848,0.000243887,0.001113549,4.94084E-05,0.004008312,0.000439655,0.000522504,0.000153214,0.00096824,0.003417721,0.001012131,0.000666639,0.000534143,5.53083E-05,0.000106838,0.001197093,0.000169187,0.001007941,0.000534525,0.001045051,0.001137134,0.001029871,0.001015435,0.002858498,0.000315045,2.94494E-05,0.001213958,0.000310583,0.003362438,0.000348202,0.000579661,0.000291419,3.87099E-05,0.001195734,0.001243985,0.000152418,0.000413949,0.000266599,0.000542194,0.000209878,0.000222648,0.001043261,0.000408696,0.000593039,0.000696612,0.000638086,-7.66897E-05,0.000229808,0.002341503,0.001109228,0.001754726,0.000893115,0.000136863,0.000305185,0.000632285,0.001078139,-0.000146847,0.000457519,-0.000234944,0.000218789,0.000659385,8.97447E-05,0.000720711,7.66361E-05,-0.036046966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIA,2,1
328,0.000913376,0.001124534,0.000692324,0.00041441,0.000830256,0.000551208,0.000680877,0.000473351,-5.77631E-05,-3.46371E-06,0.000411307,0.000110341,0.000559912,0.001022833,0.000376072,0.000180059,0.000906884,0.000336098,0.000506154,0.000223674,8.52063E-05,8.35533E-05,0.000650967,0.000628668,0.000373362,0.000334158,0.001909963,0.000603888,0.002226037,0.00288971,0.000615661,0.000207333,0.000121906,0.00029355,0.001246838,0.001169099,0.001760012,0.000212809,0.000669586,1.20222E-05,0.000585673,0.000990698,0.000129172,0.000133442,0.0007566,7.52812E-06,0.000587609,4.99639E-05,0.000663343,-6.94965E-05,7.32758E-05,0.001866163,0.000111895,0.000357442,0.000392047,0.001496112,0.000221407,0.000612838,0.000758036,0.002875117,0.001400499,-8.42535E-06,0.000221343,0.000544123,0.001982073,0.000333286,0.001005474,0.0003426,9.58276E-07,0.000466429,6.59094E-05,7.98032E-05,0.000381623,0.000193211,0.00066985,0.000168974,0.000195589,0.00091697,-0.000303751,0.000624042,0.001155986,0.000484749,0.000118133,0.000178993,-1.22451E-05,0.000338109,-3.51233E-05,0.00085815,4.25531E-05,0.000229177,0.000410359,-3.09463E-05,-3.58843E-06,0.000813134,0.000864762,-0.000801792,0.000274844,5.76575E-05,0.000580115,3.85092E-05,-0.049421002,-0.025216204,-0.018226165,-0.019306318,-0.0167231,-0.016502968,-0.018621324,-0.012176004,-0.013389648,-0.011333424,-0.005267778,-0.013399611,-0.007463599,-0.015604846,0.01184142,-0.000682775,-0.011176982,-0.009110458,-0.015668656,-0.009203067,-0.005860965,-0.003494003,-0.008037772,0.004199499,-0.030670569,-0.012879358,-0.014910044,0.005098424,-0.024610136,-0.042289241,0.096775489,-0.01560463,-0.004292887,-0.009229844,0.011481588,-0.016298618,-0.023667706,-0.026611053,-0.005843906,0.006672357,-0.005852076,-0.011618583,-0.007894482,-0.018333526,-0.008838528,-0.000175601,-0.001528626,-0.012912663,-0.041317192,0.007073069,-0.004777664,-0.007102371,-0.033519808,-0.009175503,-0.005794551,-0.004121324,-0.053874591,-0.012939209,-0.001697206,0.021464971,0.084826595,-0.043208866,-0.005234056,0.028027489,0.062831525,-0.046989315,0.000443861,0.019147505,-0.010959052,-0.005652512,-0.006090411,-0.008365885,-0.007810825,-0.010411076,-0.005050945,-0.026188234,-0.00835019,-0.003882603,-0.02791143,-0.009471281,-0.00517106,0.044771013,-0.012676942,-0.016648682,-0.009058817,-0.045452676,-0.009504986,-0.005280449,-0.009614867,-0.007600701,0.001882982,-0.005719426,-0.023369769,-0.00698981,-0.002026994,0.016853185,-0.044199607,-0.007112179,-0.005983332,-0.01947094,-0.005611327,-0.138487794,Stage IIA,2,0
331,0.001024447,0.001014173,0.000773358,0.000635379,0.000736298,0.000670035,0.000580383,0.000535449,0.000297031,3.33896E-05,0.00043422,0.000132108,0.00064502,0.000961666,0.000365881,0.000367482,0.001250075,0.000522084,0.000209212,0.001113687,9.92168E-05,0.000173162,0.000516862,0.000627587,0.00034197,0.000811545,0.001273439,0.000446623,0.004023752,0.002572939,0.000474705,0.00037635,0.000234049,0.000190822,0.002110632,0.001186178,0.001681752,0.000215884,0.000850917,5.54365E-05,-0.001679709,0.000491417,-0.000229017,0.000119099,0.000421306,0.000530254,0.00065209,0.001581956,0.000260263,3.02738E-05,6.86786E-05,0.000497364,0.000203059,0.000858896,0.000235551,0.002106054,0.000455698,0.000468722,0.001106836,0.002045354,0.001796767,9.82584E-06,0.000599665,0.000164593,0.000882997,0.000371775,0.000655357,0.000234883,-3.89257E-05,0.000164435,0.000671486,0.000147133,0.000466021,0.00015237,0.000552677,0.000223105,0.00015378,0.000911949,-0.001125862,0.000672017,0.000880818,0.000249369,0.000272718,0.000209398,0.001507909,-0.000110746,0.000261104,0.000325946,0.0001109,0.000420165,0.000320626,-0.000690076,5.00338E-05,0.000662163,0.000285923,0.00017827,0.000224352,8.82146E-05,0.000396792,6.70376E-05,-0.042749158,-0.016535351,-0.017943684,-0.012793003,-0.008350187,-0.011815904,-0.012851562,-0.012883613,-0.009815665,-0.009267317,-0.002876374,-0.009307864,-0.004626549,-0.011065697,-0.001934029,-0.003087366,-0.008462527,-0.016627036,-0.005272449,-0.009302365,-0.016952232,-0.003765985,-0.004751546,-0.004954947,-0.011959215,-0.008206597,-0.004607919,0.014003608,-0.010392974,-0.008864988,-0.014644352,-0.008094375,-0.004623932,-0.005451188,-0.005008871,-0.023455632,0.021007112,-0.000509997,-0.005771587,0.037820206,-0.003030645,-0.032755855,-0.005422618,-0.008957185,-0.005322981,-0.008850061,-0.038972131,0.001149216,-0.002208111,-0.008586458,-0.002747497,-0.004084026,-0.010359543,-0.004986902,0.001611187,0.000120004,-0.020031944,0.00296275,-0.02744681,0.007357723,-0.009716701,-0.012546773,-0.002750759,0.010082308,-0.006179042,-0.010064577,-0.006798839,0.004225068,-0.007131511,-0.003049377,-0.003210505,-0.019678974,-0.004589592,-0.006828595,-0.005715139,0.003870978,-0.005638019,0.005824675,0.004448491,-0.010408846,-0.009852231,-0.003022752,-0.005175869,-0.009721262,-0.003544377,-0.038319005,-0.018483168,-0.010818801,-0.014383629,-0.002737657,0.008344809,-0.011667016,-0.014443563,-0.003126387,0.003096449,-0.010957389,-0.016216115,-0.015604681,-0.003651741,-0.007839765,-0.003461436,-0.148795496,Stage IIA,2,0
343,5.5882E-06,5.69252E-06,5.13276E-06,5.48129E-06,6.75729E-06,5.36932E-06,5.30712E-06,5.492E-06,5.54528E-06,4.42462E-06,4.24868E-06,4.81182E-06,5.37067E-06,1.14592E-06,1.78598E-06,5.80056E-06,6.03469E-06,6.12265E-06,6.34521E-06,5.6583E-06,6.35115E-06,4.93632E-06,6.82379E-06,6.91657E-06,5.66454E-06,5.25499E-06,-1.1443E-06,1.79748E-06,8.88793E-06,1.93787E-06,4.87045E-06,1.02547E-05,5.84462E-06,9.94355E-06,6.99491E-05,6.50058E-05,5.22581E-05,1.06299E-05,3.76083E-05,5.45315E-06,7.0636E-05,1.60287E-05,9.64549E-06,3.29671E-06,3.48027E-06,9.37078E-06,3.42824E-05,4.41902E-05,9.20935E-06,4.60544E-06,6.23079E-06,5.37978E-05,-6.30747E-06,5.28153E-06,4.17117E-06,1.0413E-05,2.99557E-05,1.63847E-05,1.2987E-05,-5.36079E-06,1.7967E-05,4.13667E-06,1.86561E-05,9.02657E-06,-3.08486E-05,1.62408E-05,2.4605E-05,5.59086E-06,3.91844E-06,2.18684E-05,-1.46472E-07,7.54322E-06,9.5394E-06,7.5276E-06,3.28258E-06,9.31225E-06,9.36993E-06,5.52304E-06,9.18115E-06,1.83891E-05,-7.56808E-06,6.31071E-06,3.1006E-06,2.80213E-06,5.33339E-05,2.50479E-05,-2.0394E-06,6.42773E-06,4.78091E-06,7.96406E-06,1.44273E-05,1.88583E-05,1.53686E-06,1.21594E-05,1.96976E-05,3.43655E-05,1.82784E-05,5.79121E-06,2.26653E-05,5.40943E-06,-0.000326024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIA,3,0
